Loan_ID,Customer_ID,Application_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Income,Employment_Type,Credit_Score,Age,Gender,Marital_Status,Region,Branch,Loan_Status,Default_Status,EMI,Total_Interest
L00190,C1190,2025-08-30,Home,1732658,8.5,240,1893123,Salaried,687,37,Male,Single,West,Pune,Approved,No,7833.06,2945518.6
L00191,C1191,2025-10-26,Auto,1126372,10.2,84,2173410,Business Owner,790,60,Male,Single,North,Delhi,Approved,No,14776.93,804229.61
L00192,C1192,2025-03-15,Home,2051394,9.5,240,3501673,Self-Employed,735,32,Male,Single,South,Hyderabad,Approved,No,9359.49,3897648.6
L00193,C1193,2025-02-15,Personal,319553,14.1,60,2929107,Salaried,762,60,Female,Single,East,Patna,Approved,No,6076.83,225284.86
L00194,C1194,2025-05-08,Education,591225,7.0,96,3515491,Salaried,601,43,Female,Married,West,Pune,Rejected,No,6589.7,331086.0
L00195,C1195,2025-03-10,Business,3955451,11.6,180,2867879,Self-Employed,642,52,Female,Married,North,Jaipur,Rejected,No,24523.8,6882484.74
L00196,C1196,2025-05-11,Home,1350316,7.8,240,2216111,Business Owner,657,60,Male,Married,South,Bengaluru,Rejected,No,6065.17,2106492.96
L00197,C1197,2025-06-04,Home,1285657,8.6,240,704624,Self-Employed,776,27,Female,Married,North,Lucknow,Approved,No,5817.6,2211330.04
L00198,C1198,2025-06-01,Business,3791522,12.3,180,1287629,Salaried,672,23,Female,Married,West,Mumbai,Pending,No,23654.88,6995358.09
L00199,C1199,2025-11-26,Personal,256389,14.6,60,322968,Salaried,603,50,Female,Single,West,Pune,Rejected,No,4897.03,187163.97
L00200,C1200,2025-12-06,Home,965442,9.0,240,1765504,Business Owner,823,31,Female,Single,West,Mumbai,Approved,No,4384.72,1737795.6
L00201,C1201,2025-02-27,Auto,419361,9.3,84,1079732,Salaried,695,24,Male,Married,West,Ahmedabad,Approved,No,5456.69,273004.01
L00202,C1202,2025-12-02,Education,230216,7.9,96,3975576,Self-Employed,646,21,Male,Single,West,Ahmedabad,Rejected,No,2587.53,145496.51
L00203,C1203,2025-02-08,Personal,157216,13.0,60,4342719,Self-Employed,688,41,Male,Single,North,Jaipur,Approved,No,2960.9,102190.4
L00204,C1204,2025-03-02,Business,2191466,12.4,180,2168197,Self-Employed,740,22,Male,Single,East,Kolkata,Approved,No,13684.49,4076126.76
L00205,C1205,2025-04-25,Business,3820979,12.0,180,4906174,Self-Employed,600,42,Female,Single,West,Mumbai,Rejected,No,23774.98,6877762.2
L00206,C1206,2025-07-29,Home,2231755,8.5,240,2160149,Salaried,600,37,Male,Married,West,Mumbai,Rejected,No,10089.39,3793983.5
L00207,C1207,2025-08-23,Personal,534603,14.6,60,4133979,Business Owner,811,58,Male,Single,North,Jaipur,Approved,No,10210.92,390260.19
L00208,C1208,2025-11-07,Home,2615338,8.9,240,4940798,Self-Employed,839,53,Female,Single,North,Lucknow,Approved,No,11867.1,4655301.64
L00209,C1209,2025-06-10,Education,339850,7.6,96,3176108,Business Owner,848,56,Male,Married,South,Bengaluru,Approved,No,3809.15,206628.8
L00210,C1210,2025-10-26,Auto,981664,9.9,84,3196532,Business Owner,835,47,Female,Single,South,Hyderabad,Approved,No,12843.44,680293.15
L00211,C1211,2025-12-20,Home,1409544,8.0,240,511998,Self-Employed,697,34,Male,Single,North,Lucknow,Approved,No,6342.95,2255270.4
L00212,C1212,2025-10-10,Business,1496547,11.2,180,2181626,Salaried,790,21,Female,Married,West,Mumbai,Approved,No,9245.33,2514198.96
L00213,C1213,2025-03-03,Auto,1060127,8.6,84,4885340,Self-Employed,789,23,Female,Single,West,Mumbai,Approved,No,13705.93,638196.45
L00214,C1214,2025-12-05,Personal,141880,13.5,60,2439230,Self-Employed,601,52,Female,Married,East,Kolkata,Rejected,No,2683.9,95769.0
L00215,C1215,2025-06-19,Personal,536135,13.7,60,1842405,Self-Employed,733,39,Male,Single,East,Patna,Approved,No,10159.76,367252.47
L00216,C1216,2025-09-21,Auto,1015706,9.3,84,4038527,Business Owner,661,49,Female,Married,North,Delhi,Pending,No,13216.27,661224.61
L00217,C1217,2025-08-06,Personal,659106,14.5,60,2986978,Salaried,731,34,Female,Married,East,Patna,Approved,No,12577.94,477851.85
L00218,C1218,2025-11-19,Education,386638,7.5,96,3082630,Self-Employed,609,48,Female,Married,South,Chennai,Rejected,No,4329.54,231982.8
L00219,C1219,2025-05-25,Home,1065237,8.2,240,4786515,Self-Employed,601,45,Female,Married,West,Ahmedabad,Rejected,No,4802.44,1746988.68
L00220,C1220,2025-11-28,Business,3841897,10.4,180,2144367,Self-Employed,634,21,Male,Married,West,Mumbai,Rejected,No,23563.63,5993359.32
L00221,C1221,2025-05-10,Business,1777967,11.9,180,3605796,Salaried,737,28,Male,Married,North,Delhi,Approved,No,11053.03,3173671.1
L00222,C1222,2025-06-12,Business,1551460,11.1,180,913581,Self-Employed,674,49,Female,Single,West,Ahmedabad,Approved,No,9575.96,2583180.9
L00223,C1223,2025-03-10,Business,2296451,10.7,180,3357592,Business Owner,806,42,Female,Single,South,Hyderabad,Approved,No,14123.17,3685803.85
L00224,C1224,2025-02-09,Auto,976909,9.6,84,4385012,Business Owner,741,25,Male,Married,West,Pune,Approved,No,12746.34,656482.85
L00225,C1225,2025-08-26,Personal,255852,12.2,60,607495,Business Owner,741,53,Male,Single,West,Ahmedabad,Approved,No,4784.43,156069.72
L00226,C1226,2025-09-05,Home,1495598,7.8,240,2303877,Self-Employed,817,23,Male,Single,East,Patna,Approved,No,6717.73,2333132.88
L00227,C1227,2025-02-22,Auto,516818,10.3,84,3399046,Business Owner,659,54,Female,Single,South,Chennai,Rejected,No,6786.31,372625.78
L00228,C1228,2025-11-06,Education,594609,8.0,96,3364331,Salaried,750,53,Male,Single,South,Bengaluru,Approved,No,6689.35,380549.76
L00229,C1229,2025-02-28,Home,1977800,8.2,240,4616285,Self-Employed,764,51,Female,Married,South,Chennai,Approved,No,8916.58,3243592.0
L00230,C1230,2025-07-27,Education,368956,7.1,96,488291,Business Owner,662,57,Male,Single,South,Hyderabad,Approved,No,4116.17,209567.01
L00231,C1231,2025-12-18,Education,630720,8.3,96,4254502,Self-Employed,822,50,Male,Married,North,Delhi,Approved,No,7115.31,418798.08
L00232,C1232,2025-09-30,Personal,256826,14.5,60,1210752,Business Owner,604,28,Male,Single,West,Pune,Rejected,No,4901.1,186198.85
L00233,C1233,2025-10-29,Business,2689612,11.3,180,310068,Business Owner,829,57,Male,Single,South,Hyderabad,Pending,No,16630.77,4558892.34
L00234,C1234,2025-09-24,Education,770143,7.0,96,2250459,Salaried,832,45,Male,Single,South,Bengaluru,Approved,No,8583.89,431280.08
L00235,C1235,2025-04-02,Home,1863812,8.6,240,1598376,Self-Employed,709,56,Female,Single,West,Pune,Pending,No,8433.75,3205756.64
L00236,C1236,2025-10-09,Auto,424870,8.7,84,3639754,Business Owner,788,24,Male,Single,East,Patna,Approved,No,5498.02,258745.83
L00237,C1237,2025-12-02,Personal,332542,12.6,60,4256643,Business Owner,837,39,Male,Married,North,Delhi,Approved,No,6240.7,209501.46
L00238,C1238,2025-01-01,Home,2973292,8.5,240,1992042,Salaried,817,26,Female,Single,West,Pune,Approved,No,13441.76,5054596.4
L00239,C1239,2025-05-22,Education,271950,8.2,96,3701169,Salaried,750,59,Male,Single,East,Patna,Approved,No,3065.1,178399.2
L00240,C1240,2025-10-03,Home,2507646,8.5,240,2490328,Business Owner,644,37,Female,Single,West,Ahmedabad,Rejected,No,11336.65,4262998.2
L00241,C1241,2025-06-11,Auto,328679,10.1,84,4149099,Self-Employed,774,43,Male,Single,West,Mumbai,Approved,No,4308.04,232376.05
L00242,C1242,2025-04-08,Home,2234422,8.1,240,3646472,Self-Employed,772,33,Male,Married,South,Bengaluru,Approved,No,10064.21,3619763.64
L00243,C1243,2025-10-05,Personal,211871,11.0,60,2000929,Salaried,813,51,Female,Single,East,Kolkata,Approved,No,3919.61,116529.05
L00244,C1244,2025-07-21,Auto,717206,9.5,84,4417173,Business Owner,646,32,Female,Married,West,Ahmedabad,Rejected,No,9349.29,476941.99
L00245,C1245,2025-07-07,Home,1683959,8.2,240,399153,Salaried,772,52,Female,Married,West,Pune,Pending,No,7591.85,2761692.76
L00246,C1246,2025-05-01,Auto,772623,9.0,84,3362496,Business Owner,818,48,Female,Married,West,Ahmedabad,Approved,No,10025.7,486752.49
L00247,C1247,2025-06-03,Personal,241003,14.1,60,4267702,Self-Employed,806,56,Male,Single,South,Hyderabad,Approved,No,4583.07,169907.11
L00248,C1248,2025-06-26,Personal,571706,14.2,60,803621,Salaried,655,47,Male,Single,North,Lucknow,Rejected,No,10881.47,405911.26
L00249,C1249,2025-03-16,Business,1989435,11.3,180,4816747,Salaried,644,42,Female,Single,South,Hyderabad,Rejected,No,12301.34,3372092.33
L00250,C1250,2025-10-28,Personal,380465,14.8,60,3182539,Business Owner,658,49,Female,Married,North,Delhi,Rejected,No,7279.56,281544.1
L00251,C1251,2025-01-14,Personal,320800,13.2,60,2268195,Self-Employed,769,54,Male,Married,South,Chennai,Approved,No,6052.43,211728.0
L00252,C1252,2025-07-02,Personal,397979,11.1,60,1007254,Self-Employed,767,51,Female,Single,East,Patna,Approved,No,7369.24,220878.34
L00253,C1253,2025-02-15,Business,3146805,11.9,180,1785090,Self-Employed,751,40,Female,Single,West,Mumbai,Approved,No,19562.64,5617046.92
L00254,C1254,2025-06-03,Auto,1095128,9.9,84,388548,Salaried,600,48,Female,Married,East,Kolkata,Rejected,No,14327.92,758923.7
L00255,C1255,2025-05-26,Auto,562035,8.7,84,1881848,Business Owner,705,55,Female,Single,North,Lucknow,Pending,No,7273.0,342279.32
L00256,C1256,2025-02-22,Personal,385353,14.9,60,1446085,Self-Employed,674,38,Male,Single,South,Chennai,Approved,Yes,7379.51,287087.98
L00257,C1257,2025-02-11,Home,2870222,9.1,240,1564026,Salaried,603,24,Female,Single,North,Delhi,Rejected,No,13047.55,5223804.04
L00258,C1258,2025-01-18,Education,213228,8.9,96,1823402,Salaried,649,50,Male,Married,North,Lucknow,Rejected,No,2418.81,151818.34
L00259,C1259,2025-04-22,Auto,876276,8.9,84,3010050,Salaried,640,36,Female,Single,West,Pune,Rejected,No,11360.29,545919.95
L00260,C1260,2025-01-31,Auto,344033,8.8,84,1303693,Self-Employed,701,30,Male,Married,North,Delhi,Approved,No,4456.05,211924.33
L00261,C1261,2025-08-13,Auto,760030,8.8,84,4983782,Business Owner,801,39,Female,Married,West,Mumbai,Approved,No,9844.2,468178.48
L00262,C1262,2025-01-01,Auto,1171733,9.1,84,3015231,Business Owner,787,53,Female,Married,South,Hyderabad,Approved,No,15218.58,746393.92
L00263,C1263,2025-02-26,Auto,865136,9.6,84,2303086,Salaried,682,54,Male,Married,North,Lucknow,Pending,No,11287.96,581371.39
L00264,C1264,2025-01-26,Home,2835790,8.8,240,1995161,Self-Employed,627,35,Male,Married,South,Chennai,Rejected,No,12855.58,4990990.4
L00265,C1265,2025-02-09,Education,636158,8.1,96,970726,Salaried,719,54,Male,Married,South,Hyderabad,Pending,No,7163.4,412230.38
L00266,C1266,2025-08-23,Education,387588,8.3,96,1889309,Business Owner,649,48,Male,Married,South,Hyderabad,Rejected,No,4372.48,257358.43
L00267,C1267,2025-06-15,Education,664531,8.7,96,4533669,Business Owner,686,36,Male,Single,South,Hyderabad,Pending,No,7524.43,462513.58
L00268,C1268,2025-04-24,Education,236346,7.6,96,4053900,Salaried,845,41,Male,Single,East,Bhubaneswar,Approved,No,2649.04,143698.37
L00269,C1269,2025-06-16,Home,1454760,8.0,240,4161861,Self-Employed,691,32,Female,Married,South,Chennai,Approved,No,6546.42,2327616.0
L00270,C1270,2025-11-05,Business,3733395,12.6,180,3500640,Salaried,620,45,Male,Single,East,Kolkata,Rejected,No,23354.46,7056116.55
L00271,C1271,2025-04-24,Business,3426653,13.0,180,1554768,Self-Employed,683,39,Female,Married,North,Jaipur,Approved,No,21511.77,6681973.35
L00272,C1272,2025-04-12,Home,1006825,8.3,240,4291758,Self-Employed,746,46,Male,Married,South,Bengaluru,Approved,No,4543.3,1671329.5
L00273,C1273,2025-06-29,Auto,1004378,9.2,84,3907652,Business Owner,682,49,Male,Single,South,Chennai,Approved,No,13056.91,646819.43
L00274,C1274,2025-12-22,Personal,354854,11.1,60,3435836,Salaried,639,40,Female,Single,North,Delhi,Rejected,No,6570.71,196943.97
L00275,C1275,2025-10-26,Personal,675458,11.1,60,4813116,Business Owner,654,54,Male,Single,North,Jaipur,Rejected,No,12507.23,374879.19
L00276,C1276,2025-01-10,Auto,787546,10.2,84,1983560,Self-Employed,802,45,Male,Single,South,Chennai,Approved,No,10331.85,562307.84
L00277,C1277,2025-07-21,Education,680233,8.1,96,4759053,Business Owner,622,31,Male,Single,North,Jaipur,Rejected,No,7659.71,440790.98
L00278,C1278,2025-05-24,Auto,1151331,10.1,84,2281429,Salaried,850,30,Female,Single,East,Bhubaneswar,Approved,No,15090.66,813991.02
L00279,C1279,2025-03-12,Education,360169,8.1,96,4668097,Business Owner,845,55,Male,Married,South,Chennai,Approved,No,4055.65,233389.51
L00280,C1280,2025-01-16,Business,3252435,11.6,180,1434580,Self-Employed,710,47,Female,Single,East,Patna,Approved,No,20165.1,5659236.9
L00281,C1281,2025-04-29,Auto,437935,9.0,84,1574708,Salaried,799,22,Female,Married,West,Ahmedabad,Approved,No,5682.73,275899.05
L00282,C1282,2025-05-19,Business,1271653,10.5,180,4232273,Self-Employed,782,35,Male,Married,West,Mumbai,Approved,No,7806.54,2002853.48
L00283,C1283,2025-10-20,Education,648324,8.4,96,4409938,Business Owner,776,55,Male,Married,North,Delhi,Approved,No,7320.66,435673.73
L00284,C1284,2025-06-05,Home,2459313,8.5,240,2361262,Self-Employed,732,50,Male,Single,West,Pune,Approved,No,11118.14,4180832.1
L00285,C1285,2025-03-11,Home,1396596,8.9,240,4636655,Self-Employed,831,47,Female,Single,East,Patna,Approved,No,6337.05,2485940.88
L00286,C1286,2025-09-26,Education,539817,7.9,96,1993928,Business Owner,825,45,Male,Single,North,Delhi,Approved,No,6067.32,341164.34
L00287,C1287,2025-03-02,Personal,153802,13.5,60,3111803,Salaried,744,33,Male,Single,West,Mumbai,Approved,No,2909.42,103816.35
L00288,C1288,2025-05-06,Education,449433,7.2,96,4482914,Business Owner,739,38,Male,Married,North,Jaipur,Approved,No,5018.67,258873.41
L00289,C1289,2025-11-09,Home,1409744,9.3,240,3227790,Business Owner,609,59,Male,Single,South,Chennai,Rejected,No,6420.21,2622123.84
L00290,C1290,2025-09-27,Home,2345892,9.2,240,2810664,Self-Employed,682,54,Male,Married,East,Kolkata,Pending,No,10673.81,4316441.28
L00291,C1291,2025-03-08,Business,3536987,10.9,180,4737125,Business Owner,622,57,Female,Single,North,Delhi,Rejected,No,21791.77,5782973.75
L00292,C1292,2025-08-01,Business,1311830,12.4,180,2252210,Self-Employed,781,23,Female,Single,West,Mumbai,Approved,No,8191.65,2440003.8
L00293,C1293,2025-04-10,Personal,676710,13.9,60,2662456,Self-Employed,665,42,Female,Single,South,Chennai,Approved,No,12846.21,470313.45
L00294,C1294,2025-10-12,Personal,534061,13.7,60,4339077,Business Owner,639,22,Male,Single,North,Lucknow,Rejected,No,10120.46,365831.78
L00295,C1295,2025-12-28,Personal,274031,14.0,60,2652669,Self-Employed,815,23,Female,Single,East,Kolkata,Approved,No,5206.59,191821.7
L00296,C1296,2025-09-05,Personal,283514,12.8,60,3417068,Business Owner,715,30,Male,Single,North,Jaipur,Approved,No,5330.06,181448.96
L00297,C1297,2025-09-25,Business,1101022,10.4,180,2903477,Salaried,798,21,Female,Married,West,Ahmedabad,Approved,No,6752.93,1717594.32
L00298,C1298,2025-05-22,Education,527659,7.6,96,687048,Business Owner,626,41,Female,Married,North,Jaipur,Rejected,No,5914.18,320816.67
L00299,C1299,2025-05-26,Personal,207348,13.8,60,2595432,Business Owner,629,36,Male,Married,East,Kolkata,Rejected,No,3932.7,143070.12
L00300,C1300,2025-11-12,Auto,330401,9.4,84,4834689,Self-Employed,713,40,Female,Married,East,Patna,Pending,No,4303.08,217403.86
L00301,C1301,2025-07-06,Business,907950,12.8,180,1405578,Self-Employed,623,32,Female,Single,North,Jaipur,Rejected,No,5689.82,1743264.0
L00302,C1302,2025-02-24,Home,1273482,8.1,240,848323,Self-Employed,721,56,Male,Single,West,Pune,Approved,No,5735.98,2063040.84
L00303,C1303,2025-10-06,Business,2798264,10.6,180,3768202,Business Owner,661,36,Male,Married,West,Pune,Pending,No,17193.78,4449239.76
L00304,C1304,2025-06-17,Business,3947814,10.2,180,4183157,Self-Employed,683,24,Male,Married,West,Mumbai,Pending,No,24169.39,6040155.42
L00305,C1305,2025-12-14,Home,1425859,8.7,240,1530821,Self-Employed,769,48,Female,Married,South,Hyderabad,Approved,No,6457.95,2480994.66
L00306,C1306,2025-05-25,Business,1733899,10.0,180,3690653,Salaried,816,36,Female,Single,North,Lucknow,Approved,No,10596.05,2600848.5
L00307,C1307,2025-12-10,Education,381833,7.7,96,3706048,Salaried,697,29,Male,Married,East,Patna,Pending,No,4283.69,235209.13
L00308,C1308,2025-08-06,Education,636056,8.2,96,3963599,Business Owner,849,49,Female,Single,North,Delhi,Approved,No,7168.88,417252.74
L00309,C1309,2025-02-27,Education,726100,9.0,96,362327,Business Owner,747,51,Male,Married,South,Chennai,Pending,No,8244.26,522792.0
L00310,C1310,2025-08-29,Business,1528574,10.9,180,956279,Self-Employed,733,53,Female,Single,East,Bhubaneswar,Approved,No,9417.71,2499218.49
L00311,C1311,2025-05-30,Auto,926667,9.7,84,2726056,Business Owner,642,60,Male,Single,West,Pune,Rejected,No,12101.83,629206.89
L00312,C1312,2025-03-19,Personal,388586,13.4,60,4541247,Business Owner,619,49,Female,Married,West,Mumbai,Rejected,No,7344.28,260352.62
L00313,C1313,2025-11-23,Personal,261638,13.6,60,4367791,Salaried,646,34,Female,Married,East,Patna,Rejected,No,4953.68,177913.84
L00314,C1314,2025-01-07,Home,2472456,8.0,240,1705934,Self-Employed,718,49,Female,Single,East,Kolkata,Pending,No,11126.05,3955929.6
L00315,C1315,2025-12-12,Business,3060562,12.4,180,3268125,Business Owner,844,36,Male,Single,North,Delhi,Approved,No,19111.51,5692645.32
L00316,C1316,2025-01-18,Business,3988358,10.3,180,388734,Salaried,772,60,Male,Married,South,Bengaluru,Approved,No,24439.77,6162013.11
L00317,C1317,2025-11-24,Home,1344870,9.3,240,1306440,Self-Employed,622,38,Female,Single,South,Hyderabad,Rejected,No,6124.76,2501458.2
L00318,C1318,2025-04-13,Home,1061671,8.0,240,2626055,Business Owner,798,46,Male,Single,East,Kolkata,Approved,No,4777.52,1698673.6
L00319,C1319,2025-09-12,Business,2352127,10.2,180,3917617,Salaried,655,21,Male,Single,North,Delhi,Rejected,No,14400.24,3598754.31
L00320,C1320,2025-01-02,Auto,1041978,10.1,84,3582717,Self-Employed,747,51,Male,Single,East,Kolkata,Approved,No,13657.35,736678.45
L00321,C1321,2025-07-16,Auto,860596,9.1,84,3660600,Business Owner,614,33,Female,Single,East,Patna,Rejected,No,11177.5,548199.65
L00322,C1322,2025-10-04,Auto,498667,9.7,84,4381087,Business Owner,621,40,Female,Single,North,Lucknow,Rejected,No,6512.35,338594.89
L00323,C1323,2025-01-19,Auto,423928,10.2,84,770218,Business Owner,686,30,Female,Married,North,Delhi,Approved,No,5561.53,302684.59
L00324,C1324,2025-02-24,Home,1347514,9.1,240,2335768,Salaried,779,52,Male,Married,West,Ahmedabad,Approved,No,6125.57,2452475.48
L00325,C1325,2025-03-03,Auto,903945,8.9,84,3672292,Self-Employed,683,30,Female,Married,South,Bengaluru,Approved,No,11719.0,563157.73
L00326,C1326,2025-08-02,Personal,265416,11.4,60,3979756,Business Owner,662,51,Male,Married,East,Patna,Pending,No,4927.89,151287.12
L00327,C1327,2025-01-03,Auto,483027,8.7,84,4687970,Business Owner,715,36,Male,Married,South,Hyderabad,Pending,No,6250.6,294163.44
L00328,C1328,2025-09-12,Auto,1107750,8.8,84,4827523,Salaried,729,31,Male,Married,North,Lucknow,Approved,No,14348.0,682374.0
L00329,C1329,2025-05-01,Personal,145421,11.1,60,3946290,Business Owner,664,49,Female,Single,East,Bhubaneswar,Approved,Yes,2692.71,80708.65
L00330,C1330,2025-09-06,Auto,538846,9.3,84,2229910,Salaried,799,48,Male,Married,South,Hyderabad,Approved,No,7011.41,350788.75
L00331,C1331,2025-08-27,Education,576009,7.1,96,3433019,Self-Employed,634,47,Male,Single,West,Mumbai,Rejected,No,6426.1,327173.11
L00332,C1332,2025-08-25,Business,2924817,11.6,180,1615234,Self-Employed,802,21,Female,Married,South,Bengaluru,Approved,No,18133.87,5089181.58
L00333,C1333,2025-09-03,Education,638065,7.1,96,2165681,Business Owner,828,27,Female,Single,South,Bengaluru,Approved,No,7118.41,362420.92
L00334,C1334,2025-10-20,Business,1414385,13.0,180,404211,Business Owner,777,58,Male,Single,South,Chennai,Pending,No,8879.19,2758050.75
L00335,C1335,2025-12-24,Education,201429,7.6,96,1851437,Business Owner,802,55,Male,Married,West,Mumbai,Approved,No,2257.68,122468.83
L00336,C1336,2025-10-15,Home,2326686,8.4,240,4617922,Business Owner,842,34,Male,Single,East,Patna,Approved,No,10508.87,3908832.48
L00337,C1337,2025-06-26,Home,1679939,8.2,240,4313894,Self-Employed,788,52,Male,Single,South,Hyderabad,Approved,No,7573.72,2755099.96
L00338,C1338,2025-02-27,Business,1290012,10.5,180,3388231,Business Owner,804,30,Female,Married,East,Bhubaneswar,Approved,No,7919.24,2031768.9
L00339,C1339,2025-07-30,Home,1353762,9.0,240,2759283,Business Owner,706,42,Female,Single,South,Hyderabad,Pending,No,6148.34,2436771.6
L00340,C1340,2025-08-22,Auto,1127607,10.0,84,1406912,Salaried,829,60,Male,Single,West,Pune,Approved,No,14766.28,789324.9
L00341,C1341,2025-03-17,Personal,562305,12.3,60,1652702,Self-Employed,660,49,Male,Single,South,Chennai,Pending,No,10524.48,345817.58
